DryBulbTemperature,DewPointTemperature,RelativeHumidity,AtmosphericPressure,ExtraterrestrialHorizontalRadiation,ExtraterrestrialDirectNormalRadiation,HorizontalInfraredRadiationIntensityfromSky,GlobalHorizontalRadiation,DirectNormalRadiation,DiffuseHorizontalRadiation,Global Horizontal Illuminance,Direct Normal Illuminance,Diffuse Horizontal Illuminance,WindDirection,WindSpeed,Total Sky Cover,Opaque Sky Cover,PrecipitableWater,AerosolOpticalDepth,SnowDepth,OccupancySchedule,hours,dayofw,months,datee,holiday_bool,holiday_name,Heating,
14.3,8.2,67,98580,1056,9999,338.1744299,840,9,218,46,8,39,9,11,9,7,0,0,0,0.95,15,4,5,2013-05-17,0,,0,0
13.9,8,68,98580,899,9999,336.0692438,698,9,214,13,0,13,10,7,1,7,0,0,0,0.95,16,4,5,2013-05-17,0,,0,0
14,7.4,64,98530,701,9999,341.2072011,526,0,125,12,0,12,9,9,3,8,0,0,0,0.3,17,4,5,2013-05-17,0,,4.153187136,-0.84767881
13.4,7.1,66,98500,475,9999,338.0201113,296,0,90,6,0,6,10,6,6,8,0,0,0,0.1,18,4,5,2013-05-17,0,,0,0
12.4,7,70,98480,238,9999,318.9430974,123,0,102,5,0,5,10,6,4,4,0,0,0,0.1,19,4,5,2013-05-17,0,,0,0
11.9,6.5,69,98450,31,9999,316.177563,7,92,66,0,0,0,10,6,7,4,0,0,0,0.1,20,4,5,2013-05-17,0,,0,0
12.1,6,66,98470,0,9999,316.5275144,0,0,0,0,0,0,11,4,9,4,0,0,0,0.1,21,4,5,2013-05-17,0,,0,0
11.8,6,68,98460,0,9999,315.1973358,0,0,0,0,0,0,10,4,0,4,0,0,0,0.05,22,4,5,2013-05-17,0,,0,0
12.5,5.6,63,98450,0,9999,326.8880132,0,0,0,0,0,0,11,6,5,7,0,0,0,0.05,23,4,5,2013-05-17,0,,0,0
12.8,5.6,62,98490,0,9999,328.2641405,0,0,0,0,0,0,11,6,0,7,0,0,0,0,0,5,5,2013-05-17,0,,0,0
13.6,6.1,60,98460,0,9999,332.5217139,0,0,0,0,0,0,11,6,4,7,0,0,0,0,1,5,5,2013-05-18,0,,0,0
14,6.1,59,98440,0,9999,334.3819707,0,0,0,0,0,0,9,6,2,7,0,0,0,0,2,5,5,2013-05-18,0,,0,0
15,6,55,98420,0,9999,338.9512814,0,0,0,0,0,0,8,7,1,7,0,0,0,0,3,5,5,2013-05-18,0,,0,0
16.1,6.8,54,98420,0,9999,345.0963015,0,0,0,0,0,0,9,7,9,7,0,0,0,0,4,5,5,2013-05-18,0,,0,0
17.7,7.2,50,98400,1,9999,353.2774417,0,0,0,0,1000,0,6,6,0,7,0,0,0,0,5,5,5,2013-05-18,0,,0,0
17.7,8,53,98390,134,9999,354.2311124,60,0,0,1,0,1,10,6,9,7,0,0,0,0.1,6,5,5,2013-05-18,0,,0,0
16.4,9.7,65,98400,370,9999,345.8867504,191,0,11,10,0,10,12,4,5,6,0,0,0,0.2,7,5,5,2013-05-18,0,,3.197588803,-0.055966891
14.1,10.9,81,98420,602,9999,336.3538794,334,0,90,8,0,8,10,4,3,6,0,0,0,0.95,8,5,5,2013-05-18,0,,0,0
13.7,10.8,83,98450,815,9999,334.373097,529,13,173,12,0,12,12,2,5,6,0,0,0,0.95,9,5,5,2013-05-18,0,,0,0
13.4,11.2,87,98470,992,9999,337.301136,472,11,207,18,0,18,1,2,7,7,0,0,0,0.975703227,10,5,5,2013-05-18,0,,0,0
13.3,11.4,88,98490,1123,9999,337.0516798,514,46,317,30,1,29,7,2,5,7,0,0,0,0.95,11,5,5,2013-05-18,0,,0,0
13,11.4,90,98460,1198,9999,335.6411777,538,172,404,47,5,42,7,4,9,7,0,0,0,0.513528014,12,5,5,2013-05-18,0,,4.089554991,-0.812228543
12.8,11.4,91,98450,1212,9999,334.7033056,288,58,389,103,70,39,4,2,6,7,0,0,0,0.95,13,5,5,2013-05-18,0,,0,0
12.6,11.3,92,98500,1164,9999,333.6578043,328,23,316,38,3,36,9,2,1,7,0,0,0,0.975703227,14,5,5,2013-05-18,0,,0,0
12.4,11.1,92,98530,1058,9999,337.8005208,281,24,305,26,0,26,9,2,6,8,0,0,0,0.95,15,5,5,2013-05-18,0,,0,0
12.5,11.1,91,98540,901,9999,338.2742112,365,20,264,28,1,28,34,6,2,8,0,0,0,0.95,16,5,5,2013-05-18,0,,0,0
12.4,11,91,98520,703,9999,332.3960706,375,54,258,27,2,26,2,6,8,7,0,0,0,0.3,17,5,5,2013-05-18,0,,4.216025507,-0.879320199
12,10.8,92,98510,478,9999,321.2096487,304,0,77,21,5,19,3,6,4,4,0,0,0,0.1,18,5,5,2013-05-18,0,,0.133744545,0.133346173
11.6,10.4,92,98440,241,9999,318.9886915,101,161,126,10,4,9,3,6,2,4,0,0,0,0.1,19,5,5,2013-05-18,0,,0,0
11.5,10.2,92,98420,33,9999,318.3299344,8,0,51,1,0,1,3,9,5,4,0,0,0,0.1,20,5,5,2013-05-18,0,,0,0
11.1,9.5,90,98440,0,9999,315.8091088,0,0,0,0,0,0,4,7,9,4,0,0,0,0.1,21,5,5,2013-05-18,0,,0,0
11.2,9.5,89,98460,0,9999,316.2539886,0,0,0,0,0,0,5,7,0,4,0,0,0,0.05,22,5,5,2013-05-18,0,,0,0
11.5,9.7,89,98400,0,9999,326.8151791,0,0,0,0,0,0,4,11,0,7,0,0,0,0.05,23,5,5,2013-05-18,0,,0,0
12.4,10.5,88,98440,0,9999,331.8484676,0,0,0,0,0,0,7,11,1,7,0,0,0,0,0,6,5,2013-05-18,0,,0,0
13,10.7,86,98380,0,9999,334.8688826,0,0,0,0,0,0,5,13,9,7,0,0,0,0,1,6,5,2013-05-19,0,,0,0
13.3,10.8,85,98390,0,9999,336.3870477,0,0,0,0,0,0,6,11,8,7,0,0,0,0,2,6,5,2013-05-19,0,,0,0
14.5,11.2,81,98400,0,9999,330.4512761,0,0,0,0,0,0,6,13,6,3,0,0,0,0,3,6,5,2013-05-19,0,,0,0
15,10.9,76,98400,0,9999,344.5616508,0,0,0,0,0,0,7,15,2,7,0,0,0,0,4,6,5,2013-05-19,0,,0,0
15.7,10.7,72,98350,1,9999,347.6944801,0,0,0,0,1000,0,6,15,4,7,0,0,0,0,5,6,5,2013-05-19,0,,0,0
15.7,11.2,75,98330,137,9999,348.267449,62,0,7,4,1,4,7,13,0,7,0,0,0,0.1,6,6,5,2013-05-19,0,,0,0
16.3,11.1,71,98270,373,9999,347.0110813,212,10,65,23,43,11,6,15,2,6,0,0,0,0.2,7,6,5,2013-05-19,0,,0,0
14.8,11.7,82,98400,605,9999,340.5400926,397,0,84,46,71,13,8,11,7,6,0,0,0,0.95,8,6,5,2013-05-19,0,,0,0
14,11.6,85,98380,817,9999,336.6590861,570,25,186,66,84,14,7,15,2,6,0,0,0,0.95,9,6,5,2013-05-19,0,,0,0
14.2,12.1,87,98390,994,9999,342.0932769,711,3,174,81,86,17,7,15,7,7,0,0,0,0.975703227,10,6,5,2013-05-19,0,,0,0
13.8,12,89,98390,1124,9999,336.1616099,523,5,179,93,80,26,7,13,6,6,0,0,0,0.95,11,6,5,2013-05-19,0,,0,0
13.6,11.4,87,98390,1199,9999,334.5665598,690,9,215,90,57,39,7,17,4,6,0,0,0,0.513528014,12,6,5,2013-05-19,0,,0,0
13.8,10.7,82,98410,1214,9999,338.6314174,588,10,221,87,53,39,8,19,4,7,0,0,0,0.95,13,6,5,2013-05-19,0,,0,0
13.7,10.6,82,98390,1166,9999,338.047806,726,10,224,52,9,44,7,17,2,7,0,0,0,0.975703227,14,6,5,2013-05-19,0,,0,0
13.9,10.1,78,98420,1060,9999,334.5324123,667,9,212,34,1,33,6,15,5,6,0,0,0,0.95,15,6,5,2013-05-19,0,,0,0
13.8,10,78,98380,903,9999,333.9555748,317,0,141,30,1,29,6,17,6,6,0,0,0,0.95,16,6,5,2013-05-19,0,,0,0
14,9.6,75,98320,706,9999,338.3424024,167,0,111,26,2,25,6,17,8,7,0,0,0,0.3,17,6,5,2013-05-19,0,,0,0
14.2,9.2,72,98280,481,9999,344.2309595,69,0,133,17,2,16,6,19,3,8,0,0,0,0.1,18,6,5,2013-05-19,0,,0,0
14.3,8.9,70,98290,245,9999,338.9678459,48,0,52,4,0,4,6,17,6,7,0,0,0,0.1,19,6,5,2013-05-19,0,,0,0
14.3,8.4,68,98230,35,9999,338.4013216,8,0,16,0,0,0,6,17,3,7,0,0,0,0.1,20,6,5,2013-05-19,0,,0,0
14.3,8.4,68,98230,0,9999,338.4013216,0,0,0,0,0,0,6,15,5,7,0,0,0,0.1,21,6,5,2013-05-19,0,,0,0
13.8,8.3,69,98220,0,9999,332.0681522,0,0,0,0,0,0,5,15,3,6,0,0,0,0.05,22,6,5,2013-05-19,0,,0,0
12.4,9.3,81,98200,0,9999,326.7216555,0,0,0,0,0,0,6,17,6,6,0,0,0,0.05,23,6,5,2013-05-19,0,,0,0
12.7,8.8,77,98170,0,9999,327.5507162,0,0,0,0,0,0,5,19,7,6,0,0,0,0,0,0,5,2013-05-19,0,,0,0
12.1,9.3,83,98200,0,9999,325.3500779,0,0,0,0,0,0,6,19,0,6,0,0,0,0,1,0,5,2013-05-20,0,,0,0
12,9.3,84,98250,0,9999,324.8938465,0,0,0,0,0,0,6,19,4,6,0,0,0,0,2,0,5,2013-05-20,0,,0,0
12.9,9.4,79,98250,0,9999,329.1268092,0,0,0,0,0,0,5,17,8,6,0,0,0,0,3,0,5,2013-05-20,0,,0,0
13.7,8.3,70,98270,0,9999,331.6052588,0,0,0,0,0,0,7,19,2,6,0,0,0,0,4,0,5,2013-05-20,0,,0,0
13.1,8.8,75,98270,1,9999,329.3889479,0,0,0,0,1000,0,6,20,2,6,0,0,0,0,5,0,5,2013-05-20,0,,0,0
12.1,9.2,82,98320,140,9999,325.2417009,68,0,1,5,2,5,6,22,5,6,0,0,0,0.1,6,0,5,2013-05-20,0,,0,0
11.8,9.1,84,98340,376,9999,323.7669419,136,0,20,20,19,15,6,24,5,6,0,0,0,0.1,7,0,5,2013-05-20,0,,0,0
11.4,8.7,83,98400,607,9999,321.5220555,246,0,72,22,3,20,5,20,5,6,0,0,0,0.3,8,0,5,2013-05-20,0,,0,0
11.1,8.5,84,98410,819,9999,323.683061,345,0,131,44,17,33,4,20,0,7,0,0,0,0.3,9,0,5,2013-05-20,0,,0,0
10.4,8.4,87,98450,996,9999,316.7055053,596,6,190,33,2,32,5,19,6,6,0,0,0,0.308116808,10,0,5,2013-05-20,0,,0,0
9.7,7.9,89,98460,1126,9999,313.0621025,339,7,198,37,2,36,4,20,2,6,0,0,0,0.3,11,0,5,2013-05-20,0,,0,0
9.4,7.7,89,98490,1201,9999,311.5255993,206,10,221,42,2,41,4,20,6,6,0,0,0,0.102705603,12,0,5,2013-05-20,0,,0,0
9.1,7,87,98510,1215,9999,309.4718069,243,15,276,49,7,42,5,19,4,6,0,0,0,0.1,13,0,5,2013-05-20,0,,0,0
9,5.3,78,98560,1168,9999,310.8316969,794,35,354,82,36,51,5,26,8,7,0,0,0,0.102705603,14,0,5,2013-05-20,0,,0,0
10,4.8,70,98560,1062,9999,314.7238973,304,10,221,93,82,27,6,20,5,7,0,0,0,0.1,15,0,5,2013-05-20,0,,0,0
10.3,4.6,68,98580,905,9999,315.8432409,117,23,272,77,90,16,6,20,7,7,0,0,0,0.1,16,0,5,2013-05-20,0,,0,0
9.7,3.4,65,98540,708,9999,311.8799883,169,17,219,58,84,14,6,15,5,7,0,0,0,0.05,17,0,5,2013-05-20,0,,0,0
9.5,3.2,65,98520,484,9999,310.7824065,125,68,198,38,73,12,6,13,9,7,0,0,0,0.05,18,0,5,2013-05-20,0,,0,0
9.6,2.6,62,98520,248,9999,310.5729993,36,2,109,15,41,8,6,7,6,7,0,0,0,0,19,0,5,2013-05-20,0,,0,0
10.4,1,52,98520,37,9999,312.3454932,13,2,57,1,3,1,5,13,4,7,0,0,0,0,20,0,5,2013-05-20,0,,0,0
10.2,0.7,52,98550,0,9999,311.1346535,0,0,5,0,0,0,6,13,0,7,0,0,0,0,21,0,5,2013-05-20,0,,0,0
9.8,0.9,54,98580,0,9999,309.5993929,0,0,0,0,0,0,4,13,2,7,0,0,0,0,22,0,5,2013-05-20,0,,0,0
9.8,0.6,53,98580,0,9999,309.2710705,0,0,0,0,0,0,4,15,5,7,0,0,0,0,23,0,5,2013-05-20,0,,0,0
10.1,0.3,51,98590,0,9999,310.2554049,0,0,0,0,0,0,4,17,6,7,0,0,0,0,0,1,5,2013-05-20,0,,0,0
10.9,0.2,48,98600,0,9999,313.6658904,0,0,0,0,0,0,4,15,1,7,0,0,0,0,1,1,5,2013-05-21,0,,0,0
12.4,1.1,46,98600,0,9999,321.3697578,0,0,0,0,0,0,5,15,0,7,0,0,0,0,2,1,5,2013-05-21,0,,0,0
13.7,0.6,41,98620,0,9999,326.6874485,0,0,0,0,0,0,5,17,2,7,0,0,0,0,3,1,5,2013-05-21,0,,0,0
14.6,0.8,39,98630,0,9999,331.0430817,0,0,0,0,0,0,6,17,3,7,0,0,0,0,4,1,5,2013-05-21,0,,0,0
17.5,0.6,32,98580,2,9999,349.838609,0,0,0,0,1000,0,5,20,7,8,0,0,0,0,5,1,5,2013-05-21,0,,0,0
19.2,-3.1,22,98560,143,9999,338.245084,77,0,1,4,0,4,6,20,0,4,0,0,0,0.05,6,1,5,2013-05-21,0,,2.183726391,0.817965963
19.9,-3.9,20,98550,379,9999,340.5028453,251,0,9,24,29,16,6,17,9,4,0,0,0,0.05,7,1,5,2013-05-21,0,,13.65332998,0.885216569
20.7,-4.2,18,98580,610,9999,343.8601472,445,2,117,28,11,23,4,19,3,4,0,0,0,0.05,8,1,5,2013-05-21,0,,0.645352246,0.601479881
20.4,-7.8,14,98590,821,9999,337.9063288,630,26,189,31,3,29,6,15,0,4,0,0,0,0.05,9,1,5,2013-05-21,0,,0.016402347,0.016401612
21.4,-8,13,98570,997,9999,342.2785685,788,398,251,20,1,20,7,17,5,4,0,0,0,0.05,10,1,5,2013-05-21,0,,0,0
21.4,-7.8,13,98570,1128,9999,342.5367009,902,246,351,90,53,45,7,17,0,4,0,0,0,0.05,11,1,5,2013-05-21,0,,0,0
20.5,-6.7,15,98610,1202,9999,337.0972952,970,534,301,47,5,42,8,11,0,3,0,0,0,0.05,12,1,5,2013-05-21,0,,0,0
18.5,-5.2,20,98670,1217,9999,322.2220933,981,896,122,34,2,33,8,6,5,1,0,0,0,0.05,13,1,5,2013-05-21,0,,0,0
15.9,-4.4,24,98730,1169,9999,319.162989,939,897,121,42,2,40,5,4,0,3,0,0,0,0.05,14,1,5,2013-05-21,0,,0,0
14.9,-4.4,26,98760,1064,9999,307.5015804,844,886,117,53,13,43,2,6,5,1,0,0,0,0.05,15,1,5,2013-05-21,0,,0,0
12.9,-0.6,39,98770,907,9999,297.4834595,701,841,121,27,2,26,1,6,0,0,0,0,0,0.05,16,1,5,2013-05-21,0,,0,0
11.5,0.7,47,98800,711,9999,302.7327048,528,604,170,31,7,27,36,7,2,2,0,0,0,0.05,17,1,5,2013-05-21,0,,4.163425863,-0.853066029
11.2,-0.1,46,98820,487,9999,290.9890305,337,735,95,13,0,13,36,6,3,0,0,0,0,0,18,1,5,2013-05-21,0,,0.446442462,0.431759414
9.6,1.5,57,98850,252,9999,298.4832955,152,481,91,13,11,11,36,6,4,3,0,0,0,0,19,1,5,2013-05-21,0,,0,0
8.7,2.3,64,98860,39,9999,288.7060256,4,456,49,1,0,1,36,6,5,1,0,0,0,0,20,1,5,2013-05-21,0,,0,0
7.7,2.1,68,98890,0,9999,279.0764501,0,90,11,0,0,0,36,6,3,0,0,0,0,0,21,1,5,2013-05-21,0,,1.020689622,0.852468744
7.1,1.9,69,98950,0,9999,276.5040598,0,0,0,0,0,0,36,9,4,0,0,0,0,0,22,1,5,2013-05-21,0,,0,0
9.1,2.6,64,98980,0,9999,285.183991,0,0,0,0,0,0,1,4,5,0,0,0,0,0,23,1,5,2013-05-21,0,,0,0
13.1,2.9,50,99000,0,9999,302.0219367,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,2,5,2013-05-21,0,,0,0
15.6,3.3,44,99020,0,9999,313.1529723,0,0,0,0,0,0,36,6,0,0,0,0,0,0,1,2,5,2013-05-22,0,,0,0
18.2,3.3,37,99040,0,9999,324.5911792,0,0,0,0,0,0,1,7,8,0,0,0,0,0,2,2,5,2013-05-22,0,,0,0
19.9,3.8,35,99040,0,9999,332.8139563,0,0,0,0,0,0,3,11,7,0,0,0,0,0,3,2,5,2013-05-22,0,,0,0
18.5,6.4,45,99090,0,9999,329.4203509,0,0,0,0,0,0,2,15,3,0,0,0,0,0,4,2,5,2013-05-22,0,,0,0
18.1,6.5,47,99090,2,9999,327.7272359,0,0,0,0,1000,0,2,19,8,0,0,0,0,0,5,2,5,2013-05-22,0,,0,0
19.3,7.7,47,99070,146,9999,334.5193784,14,0,27,6,3,5,1,17,2,0,0,0,0,0.1,6,2,5,2013-05-22,0,,0,0
19.7,8.4,48,99070,381,9999,337.1461214,71,531,50,26,35,16,2,17,0,0,0,0,0,0.2,7,2,5,2013-05-22,0,,1.520790573,0.998749973
19.6,7.6,46,99090,612,9999,335.7816882,193,700,70,32,18,24,2,19,2,0,0,0,0,0.95,8,2,5,2013-05-22,0,,0,0
19.4,4.9,38,99120,823,9999,331.8030473,252,790,86,24,1,23,1,20,0,0,0,0,0,0.95,9,2,5,2013-05-22,0,,0,0
19,4.1,37,99180,999,9999,329.0833118,397,842,99,36,2,35,2,19,3,0,0,0,0,0.975703227,10,2,5,2013-05-22,0,,0,0
18.2,2.9,36,99220,1129,9999,324.139934,350,875,108,31,1,30,3,17,4,0,0,0,0,0.95,11,2,5,2013-05-22,0,,0,0
16.8,2.1,37,99310,1204,9999,317.0640947,249,897,113,56,8,48,3,19,1,0,0,0,0,0.513528014,12,2,5,2013-05-22,0,,0.074296935,0.0742286
15,1.9,41,99370,1218,9999,309.0430833,329,916,111,64,15,51,2,17,1,0,0,0,0,0.95,13,2,5,2013-05-22,0,,0,0
13.2,2.4,48,99460,1171,9999,301.9172568,280,924,107,38,3,36,2,9,9,0,0,0,0,0.975703227,14,2,5,2013-05-22,0,,0,0
12,3.1,54,99540,1066,9999,297.6108762,180,922,101,64,26,43,2,9,2,0,0,0,0,0.95,15,2,5,2013-05-22,0,,0,0
11.7,1.2,48,99610,910,9999,294.3946348,144,878,108,43,9,37,4,13,6,0,0,0,0,0.95,16,2,5,2013-05-22,0,,0,0
10.8,-1.4,43,99680,713,9999,288.012491,102,852,94,45,29,30,5,9,9,0,0,0,0,0.3,17,2,5,2013-05-22,0,,4.163184593,-0.852940109
9.3,-1.9,45,99770,490,9999,281.4646194,60,800,80,18,4,17,3,7,2,0,0,0,0,0.1,18,2,5,2013-05-22,0,,0.33639496,0.330086264
7.9,-1.6,51,99840,255,9999,276.2208599,30,702,65,6,0,6,2,6,5,0,0,0,0,0.1,19,2,5,2013-05-22,0,,0,0
6.7,-1.8,55,99900,41,9999,271.3355411,4,517,44,2,1,2,3,6,1,0,0,0,0,0.1,20,2,5,2013-05-22,0,,1.03700346,0.860883448
5.8,-2.3,56,99970,0,9999,267.3770658,0,0,15,0,0,0,4,6,7,0,0,0,0,0.1,21,2,5,2013-05-22,0,,4.391773338,-0.949041578
5.2,-2.7,57,100030,0,9999,264.6991326,0,0,0,0,0,0,5,6,2,0,0,0,0,0.05,22,2,5,2013-05-22,0,,0,0
6.6,-2.1,54,100080,0,9999,270.6547069,0,0,0,0,0,0,7,7,6,0,0,0,0,0.05,23,2,5,2013-05-22,0,,0,0
7.6,-2,51,100130,0,9999,274.6466659,0,0,0,0,0,0,8,11,8,0,0,0,0,0,0,3,5,2013-05-22,0,,0,0
9,-0.7,51,100180,0,9999,281.479956,0,0,0,0,0,0,10,7,5,0,0,0,0,0,1,3,5,2013-05-23,0,,0,0
10.7,-1.8,42,100190,0,9999,287.1932059,0,0,0,0,0,0,8,6,6,0,0,0,0,0,2,3,5,2013-05-23,0,,0,0
12.3,-1.6,38,100170,0,9999,293.9385875,0,0,0,0,0,0,5,6,6,0,0,0,0,0,3,3,5,2013-05-23,0,,0,0
13.1,-1.8,36,100120,0,9999,302.7325662,0,0,0,0,0,0,6,6,2,1,0,0,0,0,4,3,5,2013-05-23,0,,0,0
14.6,-1.7,32,100070,2,9999,309.2428334,0,0,0,0,1000,0,3,9,8,1,0,0,0,0,5,3,5,2013-05-23,0,,0,0
15.5,-3.2,27,100020,149,9999,305.5753821,30,197,19,5,3,5,4,6,0,0,0,0,0,0.1,6,3,5,2013-05-23,0,,0,0
16.1,-3.3,26,99950,384,9999,308.0131995,82,559,51,25,48,11,6,6,1,0,0,0,0,0.2,7,3,5,2013-05-23,0,,4.437191261,-0.962371489
17,-5.3,21,99900,614,9999,309.5862693,84,739,70,48,69,16,7,9,8,0,0,0,0,0.95,8,3,5,2013-05-23,0,,0,0
17.7,-5.1,21,99850,824,9999,312.81724,41,841,82,60,55,26,3,6,7,0,0,0,0,0.95,9,3,5,2013-05-23,0,,0,0
18.4,-4.5,21,99800,1001,9999,316.5398938,56,903,90,84,83,22,9,6,2,0,0,0,0,0.975703227,10,3,5,2013-05-23,0,,0,0
18.1,-7.4,17,99770,1130,9999,311.8605936,232,941,95,97,95,16,8,6,0,0,0,0,0,0.95,11,3,5,2013-05-23,0,,0,0
17.7,-5.6,20,99730,1205,9999,312.2393617,309,962,98,106,98,16,9,6,9,0,0,0,0,0.513528014,12,3,5,2013-05-23,0,,0,0
15.4,-1.4,32,99730,1219,9999,307.1445284,114,966,103,105,91,22,5,7,5,0,0,0,0,0.95,13,3,5,2013-05-23,0,,0,0
12.3,-0.5,41,99780,1172,9999,295.0994071,779,962,104,103,98,16,4,4,6,0,0,0,0,0.975703227,14,3,5,2013-05-23,0,,0,0
11.3,-1,42,99810,1067,9999,290.4640058,726,949,102,93,96,15,5,4,5,0,0,0,0,0.95,15,3,5,2013-05-23,0,,0,0
10.1,-1.2,45,99810,912,9999,285.386237,551,904,108,77,91,15,11,4,1,0,0,0,0,0.95,16,3,5,2013-05-23,0,,0,0
9.3,0,52,99830,716,9999,283.3859566,516,861,100,59,78,17,10,2,6,0,0,0,0,0.3,17,3,5,2013-05-23,0,,4.135328881,-0.838070169
8.9,-0.7,51,99810,493,9999,281.080906,332,793,88,33,40,18,20.74367603,0,0,0,0,0,0,0.1,18,3,5,2013-05-23,0,,0.310408435,0.305447577
8.1,-0.8,53,99800,258,9999,277.8044195,152,679,74,15,33,9,10,4,9,0,0,0,0,0.1,19,3,5,2013-05-23,0,,0,0
7,-2,53,99780,44,9999,272.3051091,6,471,51,2,3,2,10,4,7,0,0,0,0,0.1,20,3,5,2013-05-23,0,,0.334684973,0.328471639
6.3,-2.8,52,99720,0,9999,268.8129613,0,84,13,0,0,0,10,4,8,0,0,0,0,0.1,21,3,5,2013-05-23,0,,2.725633336,0.404067632
6.3,-2.4,54,99700,0,9999,269.2028949,0,0,0,0,0,0,9,2,8,0,0,0,0,0.05,22,3,5,2013-05-23,0,,0,0
7.4,-2.4,50,99710,0,9999,285.2992148,0,0,0,0,0,0,10,4,9,3,0,0,0,0.05,23,3,5,2013-05-23,0,,0,0
10.7,-1.7,42,99750,0,9999,310.6653634,0,0,0,0,0,0,23,2,3,7,0,0,0,0,0,4,5,2013-05-23,0,,0,0
13.4,0.6,42,99730,0,9999,325.3222233,0,0,0,0,0,0,22,4,6,7,0,0,0,0,1,4,5,2013-05-24,0,,0,0
16.1,-1.3,30,99680,0,9999,335.4844113,0,0,0,0,0,0,11,4,2,7,0,0,0,0,2,4,5,2013-05-24,0,,0,0
16.6,-0.1,32,99640,0,9999,339.2632528,0,0,0,0,0,0,13,4,1,7,0,0,0,0,3,4,5,2013-05-24,0,,0,0
18.3,1.6,33,99570,0,9999,339.7590569,0,0,0,0,0,0,22,6,5,4,0,0,0,0,4,4,5,2013-05-24,0,,0,0
19.5,1.3,30,99520,3,9999,354.8124275,0,0,0,0,1000,0,22,4,3,7,0,0,0,0,5,4,5,2013-05-24,0,,0,0
19.8,0.4,27,99470,152,9999,345.3452452,76,45,20,1,0,1,21,6,0,4,0,0,0,0.1,6,4,5,2013-05-24,0,,0,0
19.4,-0.8,26,99400,386,9999,357.2967147,241,374,58,14,4,13,22,6,9,8,0,0,0,0.2,7,4,5,2013-05-24,0,,0.595706629,0.561093808
19.8,-3.4,21,99380,616,9999,350.3202731,397,505,97,41,39,23,12,6,0,7,0,0,0,0.95,8,4,5,2013-05-24,0,,0,0
19.9,-3.3,21,99320,826,9999,350.9269456,378,592,130,66,74,20,13,6,9,7,0,0,0,0.95,9,4,5,2013-05-24,0,,0,0
19.9,-0.9,25,99310,1002,9999,344.21945,611,389,255,84,88,18,12,6,8,4,0,0,0,0.975703227,10,4,5,2013-05-24,0,,0,0
19.4,-1.9,24,99260,1132,9999,340.6491496,638,272,347,95,92,17,16,4,3,4,0,0,0,0.95,11,4,5,2013-05-24,0,,0,0
18.8,-1.2,26,99300,1206,9999,322.1177804,550,813,173,104,97,16,24,2,6,0,0,0,0,0.513528014,12,4,5,2013-05-24,0,,0,0
15.8,5,49,99330,1221,9999,347.0024304,683,486,340,105,96,17,22,20,9,8,0,0,0,0.95,13,4,5,2013-05-24,0,,0,0
14.1,6.8,61,99430,1174,9999,335.6454067,728,484,339,103,84,29,21,9,6,7,0,0,0,0.975703227,14,4,5,2013-05-24,0,,0,0
13.9,5.3,56,99490,1069,9999,323.8219831,807,4,168,53,12,43,20,6,9,4,0,0,0,0.95,15,4,5,2013-05-24,0,,0,0
12.6,6.3,65,99490,914,9999,319.0795064,642,222,348,30,2,29,22,2,6,4,0,0,0,0.95,16,4,5,2013-05-24,0,,0,0
12.6,5.8,63,99450,718,9999,318.5365164,506,34,247,31,5,28,9,4,4,4,0,0,0,0.3,17,4,5,2013-05-24,0,,4.043681721,-0.784623785
12.4,6.1,65,99450,496,9999,326.9874927,324,30,186,12,0,12,10,4,9,7,0,0,0,0.1,18,4,5,2013-05-24,0,,0,0
12.1,6.5,69,99430,261,9999,326.057993,138,102,134,3,0,3,8,4,7,7,0,0,0,0.1,19,4,5,2013-05-24,0,,0,0
12,6.5,69,99410,46,9999,330.7858589,10,2,60,1,0,1,9,4,3,8,0,0,0,0.1,20,4,5,2013-05-24,0,,0,0
12.4,6,65,99390,0,9999,317.8618987,0,0,7,0,0,0,11,6,1,4,0,0,0,0.1,21,4,5,2013-05-24,0,,0,0
12.9,6,63,99390,0,9999,320.0952427,0,0,0,0,0,0,10,7,4,4,0,0,0,0.05,22,4,5,2013-05-24,0,,0,0
12.6,6.1,65,99440,0,9999,318.8624271,0,0,0,0,0,0,11,7,6,4,0,0,0,0.05,23,4,5,2013-05-24,0,,0,0
12.5,7.3,71,99450,0,9999,319.7144049,0,0,0,0,0,0,12,9,7,4,0,0,0,0,0,5,5,2013-05-24,0,,0,0
12.1,7.6,74,99440,0,9999,318.2483259,0,0,0,0,0,0,11,15,0,4,0,0,0,0,1,5,5,2013-05-25,0,,0,0
12.7,8.1,74,99430,0,9999,321.4761069,0,0,0,0,0,0,11,13,6,4,0,0,0,0,2,5,5,2013-05-25,0,,0,0
13,8.8,76,99430,0,9999,323.5864376,0,0,0,0,0,0,12,9,6,4,0,0,0,0,3,5,5,2013-05-25,0,,0,0
13.7,8.9,73,99430,0,9999,326.8752515,0,0,0,0,0,0,11,11,9,4,0,0,0,0,4,5,5,2013-05-25,0,,0,0
14.4,8.9,70,99420,4,9999,330.079326,0,0,0,0,1000,0,11,7,1,4,0,0,0,0,5,5,5,2013-05-25,0,,0,0
